id,current_satisfaction_score,last_evaluation_satisfaction_score,number_projects,average_montly_hours,time_spent_at_company,promotion_in_last_5_years,department,salary
31301,66,84,3,170,4,0,support,68000
31310,24,57,5,232,3,0,sales,139000
31320,49,60,4,264,2,0,product_mng,53000
31323,23,94,5,242,4,0,support,109000
31332,37,52,2,155,3,0,technical,104000
31339,61,100,5,243,2,0,technical,111000
31342,78,78,3,252,3,0,support,107000
31353,89,68,3,175,2,0,sales,56000
31356,87,89,4,219,4,0,technical,208000
31371,86,95,4,149,3,1,sales,115000
31384,78,90,5,158,3,0,sales,54000
31393,37,70,2,188,2,0,sales,220000
31400,59,65,3,226,3,0,support,133000
31417,85,98,5,222,3,1,sales,111000
31424,77,98,5,259,6,0,product_mng,55000
31439,10,96,6,264,4,0,management,124000
31452,23,99,5,176,4,0,sales,71000
31467,11,92,7,307,4,0,IT,60000
31475,98,77,4,184,3,0,hr,140000
31476,63,94,3,172,3,0,management,109000
31483,86,96,4,196,3,0,sales,67000
31500,53,50,5,159,2,0,IT,115000
31503,67,49,3,185,3,0,support,58000
31512,58,63,5,191,3,0,technical,152000
31521,79,73,2,147,2,0,technical,140000
31534,10,83,6,300,4,0,marketing,137000
31547,91,59,4,133,4,0,technical,107000
31555,37,85,2,185,3,0,product_mng,53000
31571,86,95,4,149,3,1,sales,126000
31574,95,90,3,259,2,0,support,73000
31584,79,59,4,139,3,1,management,56000
31594,73,56,3,245,8,0,sales,119000
31598,96,67,6,190,3,0,support,62000
31615,88,63,3,273,3,0,RandD,57000
31619,87,64,5,234,2,0,IT,145000
31620,78,51,3,172,3,0,technical,113000
31632,87,49,4,149,2,0,sales,61000
31634,67,52,4,207,3,0,IT,105000
31651,53,92,3,207,4,0,sales,56000
31662,57,72,4,275,6,0,technical,129000
31675,78,63,4,158,3,0,technical,131000
31677,71,56,4,238,4,0,product_mng,127000
31679,38,50,2,152,3,0,sales,187000
31682,20,77,6,213,4,0,support,56000
31683,74,100,5,248,5,0,support,142000
31694,70,49,4,173,3,0,sales,107000
31709,82,67,3,213,2,0,support,66000
31712,75,61,5,173,4,0,sales,71000
31722,43,57,2,135,3,0,support,70000
31726,49,67,6,286,4,0,sales,59000
31730,73,98,4,160,3,0,IT,119000
31737,67,91,2,245,2,1,sales,108000
31753,92,91,3,250,4,0,support,54000
31762,95,66,4,183,3,0,technical,73000
31768,50,91,3,240,3,0,sales,73000
31777,44,57,2,141,3,0,product_mng,104000
31789,66,72,4,137,3,0,technical,67000
31790,63,80,3,267,3,0,technical,65000
31806,42,51,2,136,3,0,technical,109000
31813,55,69,4,220,3,0,management,200000
31818,40,85,5,99,2,0,support,192000
31827,80,55,2,212,3,0,support,127000
31835,60,74,4,174,3,0,accounting,69000
31852,94,64,5,247,10,0,sales,133000
31862,22,55,4,261,3,0,sales,113000
31868,26,46,2,242,3,0,technical,53000
31885,81,85,4,251,6,0,hr,137000
31886,86,87,5,171,2,0,sales,69000
31895,94,49,4,176,8,0,management,117000
31912,75,94,5,217,2,0,support,113000
31923,65,56,3,221,2,0,sales,145000
31925,11,84,7,264,4,0,technical,115000
31937,67,80,4,137,2,0,support,113000
31944,84,99,4,262,6,0,accounting,129000
31946,59,89,5,169,2,0,marketing,74000
31955,40,46,2,128,3,0,management,57000
31972,87,84,4,264,6,0,support,54000
31982,90,98,5,245,5,0,IT,65000
31985,44,46,2,138,3,0,technical,54000
31993,81,100,4,241,5,0,hr,67000
32003,10,90,7,286,4,0,sales,72000
32019,45,53,2,159,3,0,sales,73000
32026,36,52,2,157,3,0,technical,59000
32033,91,55,4,179,4,0,IT,51000
32036,55,73,4,201,3,0,sales,50000
32048,67,71,5,265,2,1,sales,146000
32055,87,91,4,228,5,0,sales,74000
32069,50,91,4,144,8,0,management,105000
32081,63,70,6,141,3,0,marketing,131000
32097,71,84,3,139,2,0,hr,62000
32107,59,92,5,226,3,0,support,117000
32116,79,62,5,167,3,0,sales,72000
32117,11,77,6,291,4,0,marketing,59000
32129,42,46,2,131,3,0,support,115000
32145,80,77,5,256,2,0,technical,72000
32153,9,83,6,282,4,0,technical,130000
32156,57,58,3,192,3,0,technical,126000
32171,9,85,6,289,4,0,hr,181000
32187,77,76,5,149,2,0,technical,113000
32194,78,60,4,206,3,0,sales,112000
32196,100,93,5,231,2,0,marketing,104000
32210,88,73,5,267,3,0,IT,59000
32214,66,94,4,176,2,0,technical,63000
32230,22,85,6,172,6,0,technical,139000
32242,50,69,5,172,2,0,IT,128000
32258,72,50,4,245,3,0,support,102000
32260,45,46,2,142,3,0,product_mng,58000
32270,81,62,3,240,6,1,sales,54000
32271,9,81,6,257,4,0,support,51000
32286,50,54,5,153,4,0,support,64000
32300,92,99,5,255,6,0,sales,65000
32314,10,83,5,271,5,0,support,74000
32329,87,71,4,157,2,0,hr,109000
32336,90,83,3,151,3,0,IT,65000
32338,11,85,6,267,4,0,sales,103000
32339,48,93,3,219,6,0,technical,61000
32352,10,96,6,254,4,0,sales,123000
32366,59,97,5,179,6,0,support,131000
32377,40,52,2,143,3,0,sales,141000
32379,85,97,4,104,5,0,accounting,62000
32389,10,97,6,307,4,0,technical,70000
32402,93,76,3,244,3,0,support,54000
32413,73,97,3,245,2,1,hr,143000
32417,9,83,6,282,4,0,technical,133000
32422,100,100,5,142,4,0,sales,56000
32436,32,50,2,135,5,0,sales,55000
32450,10,89,6,246,4,0,sales,59000
32453,39,48,2,161,3,0,IT,64000
32461,14,73,5,266,6,0,sales,56000
32465,58,85,4,162,3,0,sales,125000
32482,92,84,3,164,2,0,accounting,102000
32497,92,100,3,212,2,0,support,74000
32513,75,86,5,237,5,0,support,151000
32522,39,54,2,155,3,0,support,74000
32534,77,65,4,268,3,0,sales,67000
32541,58,83,4,163,3,0,product_mng,53000
32554,12,78,6,260,5,0,management,148000
32556,66,89,3,202,3,0,sales,111000
32570,22,65,5,174,5,0,RandD,112000
32586,77,83,3,175,3,1,sales,149000
32587,62,97,4,266,3,0,management,66000
32592,89,100,5,246,5,0,sales,56000
32593,46,45,2,143,3,0,technical,53000
32603,50,40,2,108,2,0,technical,117000
32612,88,59,5,230,3,0,support,140000
32626,11,83,6,244,4,0,accounting,65000
32640,96,70,3,207,3,0,IT,201000
32648,70,90,3,225,2,0,sales,51000
32658,10,80,6,264,4,0,technical,71000
32666,69,63,4,217,3,0,technical,110000
32681,98,89,4,169,3,0,technical,142000
32688,58,62,3,213,2,0,sales,106000
32695,23,73,5,197,4,0,RandD,54000
32704,15,66,4,180,4,0,technical,74000
32711,74,53,5,141,2,0,accounting,70000
32715,69,72,4,210,2,0,sales,178000
32716,81,91,4,229,5,0,support,63000
32720,49,74,4,104,4,0,sales,116000
32730,91,77,3,195,7,0,sales,119000
32744,95,54,4,180,5,0,sales,176000
32745,81,69,5,134,2,0,sales,113000
32750,94,84,5,203,3,0,technical,57000
32758,87,73,5,111,4,0,management,195000
32764,80,85,4,273,5,0,management,69000
32769,56,78,3,200,2,0,support,106000
32771,20,59,6,113,3,0,management,188000
32783,62,91,3,195,3,0,sales,120000
32788,57,46,3,207,3,0,product_mng,122000
32791,50,49,4,236,3,0,technical,128000
32807,62,85,4,225,2,0,management,207000
32815,69,48,5,232,4,0,sales,110000
32831,70,70,3,162,8,0,RandD,201000
32844,68,85,3,199,3,0,product_mng,56000
32847,19,94,4,196,5,0,technical,59000
32848,43,50,4,121,5,0,support,120000
32854,75,81,2,247,4,0,hr,62000
32867,87,57,2,181,6,0,RandD,123000
32876,95,58,5,133,3,0,technical,69000
32882,92,66,3,230,3,0,technical,209000
32887,80,87,5,251,3,0,sales,137000
32899,70,50,6,214,5,0,support,132000
32902,49,73,4,185,3,0,sales,71000
32913,76,80,2,219,4,0,sales,70000
32929,89,79,3,149,2,0,support,110000
32936,86,82,2,207,4,0,technical,59000
32951,53,51,6,272,5,0,technical,129000
32952,95,97,4,203,2,0,sales,65000
32959,92,62,4,196,3,0,support,123000
32967,86,93,5,223,5,0,RandD,117000
32977,76,72,4,266,3,0,IT,149000
32985,82,49,4,180,2,0,RandD,64000
32991,55,80,3,192,3,0,marketing,63000
32995,89,59,3,265,8,0,RandD,72000
33005,75,98,4,198,3,0,support,66000
33011,41,48,2,126,3,0,technical,59000
33020,71,96,3,201,3,0,RandD,55000
33021,87,58,4,212,3,0,sales,74000
33031,73,86,4,245,6,0,sales,69000
33044,85,81,3,205,3,0,marketing,179000
33058,62,61,3,266,2,0,management,175000
33070,45,47,2,135,3,0,RandD,104000
33086,42,54,2,156,3,0,sales,114000
33089,10,97,6,267,4,0,support,69000
33102,62,91,3,133,3,0,RandD,137000
33104,11,85,6,261,4,0,support,53000
33116,72,85,4,142,3,0,sales,106000
33131,10,93,6,253,4,0,IT,122000
33144,51,56,4,157,3,0,IT,106000
33149,52,63,5,241,3,0,sales,58000
33161,53,61,4,198,2,0,product_mng,73000
33166,45,53,3,181,4,0,accounting,69000
33174,85,63,3,167,3,0,product_mng,130000
33179,37,52,2,157,3,0,sales,56000
33189,87,89,4,225,8,0,marketing,58000
33196,84,49,3,172,4,0,RandD,132000
33204,60,87,3,196,3,0,technical,222000
33216,97,60,3,169,2,0,product_mng,63000
33217,51,83,5,161,3,0,IT,60000
33220,70,48,4,237,3,0,sales,67000
33229,59,58,4,233,4,0,support,72000
33237,39,53,2,146,3,0,sales,74000
33242,14,99,6,251,4,0,product_mng,73000
33255,90,74,5,152,3,0,IT,143000
33270,24,46,7,224,5,0,accounting,122000
33274,82,74,3,163,2,0,sales,184000
33281,48,81,4,149,2,0,management,117000
33286,74,89,4,149,2,0,sales,72000
33291,9,80,7,283,5,0,technical,52000
33307,52,77,4,134,4,0,technical,58000
33323,87,94,4,189,3,1,sales,111000
33339,13,100,4,157,5,0,technical,72000
33346,69,94,4,235,3,0,management,124000
33351,64,45,3,135,6,0,sales,67000
33354,78,71,4,216,2,0,marketing,146000
33370,91,71,3,171,2,0,IT,56000
33380,43,52,2,158,3,0,sales,101000
33387,85,99,3,201,3,0,RandD,111000
33400,92,68,4,178,3,0,product_mng,71000
33413,28,46,4,260,2,0,accounting,100000
33426,52,92,4,150,2,0,support,74000
33435,55,57,4,220,3,0,sales,145000
33447,33,88,6,260,3,0,technical,53000
33454,49,93,3,226,3,0,sales,57000
33468,95,90,3,155,3,0,technical,108000
33479,69,69,3,236,4,0,product_mng,130000
33484,38,53,2,146,3,0,support,64000
33500,42,49,2,153,3,0,product_mng,116000
33513,42,47,2,129,3,0,hr,64000
33528,76,56,3,255,3,0,support,142000
33533,78,70,4,139,3,0,IT,56000
33542,66,65,5,161,3,0,support,105000
33557,62,55,4,137,3,0,hr,128000
33558,63,94,3,172,3,0,management,109000
33563,80,90,5,265,3,0,accounting,115000
33578,59,55,3,183,4,0,marketing,55000
33584,57,72,4,275,6,0,technical,112000
33593,86,99,3,169,2,0,sales,54000
33607,59,72,4,264,3,0,support,72000
33620,11,77,7,273,4,0,management,50000
33628,68,63,5,185,4,0,technical,143000
33639,59,72,4,168,4,0,management,132000
33644,9,86,6,291,4,0,product_mng,72000
33656,16,83,5,173,4,0,IT,188000
33659,55,54,3,233,2,0,support,66000
33668,59,51,4,184,2,0,marketing,65000
33684,21,63,5,226,3,0,support,144000
33690,36,51,2,130,3,0,sales,54000
33697,44,46,2,153,3,0,hr,67000
33710,77,49,4,217,2,0,support,142000
33713,74,100,5,275,5,0,sales,58000
33725,49,52,4,267,2,0,technical,183000
33737,53,99,3,188,3,0,technical,155000
33748,45,50,2,126,3,0,technical,65000
33750,41,45,2,144,3,0,product_mng,61000
33762,12,100,3,278,4,0,RandD,100000
33778,70,58,5,168,3,0,management,59000
33785,60,88,3,261,3,0,marketing,141000
33795,87,75,3,258,3,0,technical,103000
33811,40,38,3,280,2,0,marketing,54000
33813,99,72,3,220,2,0,product_mng,62000
33816,39,49,2,146,3,0,sales,146000
33817,87,89,4,225,8,0,marketing,55000
33822,64,92,5,211,2,0,IT,140000
33839,69,74,5,227,2,0,technical,122000
33853,72,92,3,225,3,0,management,102000
33860,56,74,3,154,2,0,hr,139000
33865,54,64,2,128,2,0,sales,58000
33871,68,85,3,243,4,0,technical,103000
33881,81,83,3,177,2,0,sales,134000
33897,90,64,4,217,3,0,sales,56000
33910,29,77,3,164,6,0,RandD,141000
33923,50,71,4,163,8,1,hr,139000
33939,50,92,3,186,2,0,support,103000
33955,10,92,7,307,4,0,support,55000
33963,67,64,4,190,2,0,sales,118000
33971,43,53,2,146,3,0,marketing,55000
33986,13,89,4,249,6,0,support,133000
33991,92,58,5,205,2,0,management,133000
33995,11,87,6,280,4,0,technical,67000
34012,28,70,2,164,4,0,it,140000
34014,45,54,2,131,3,0,sales,138000
34027,76,98,4,237,5,0,sales,71000
34034,87,71,4,157,2,0,hr,127000
34036,77,77,3,219,2,0,sales,116000
34043,52,91,4,187,2,0,sales,149000
34053,58,77,4,190,6,0,sales,174000
34061,73,100,4,252,5,0,technical,104000
34074,73,52,4,215,3,0,support,59000
34084,85,69,3,263,3,0,sales,123000
34085,75,85,5,240,6,0,marketing,141000
34090,71,95,4,249,3,0,hr,57000
34091,10,90,7,290,4,0,sales,56000
34098,96,70,3,169,3,0,support,152000
34114,16,88,6,218,3,0,support,52000
34122,87,87,4,144,3,0,support,73000
34124,54,54,3,196,3,0,support,64000
34125,56,85,3,265,10,0,management,58000
34138,76,84,5,137,4,0,IT,179000
34148,89,67,3,226,3,0,sales,145000
34154,36,52,2,143,3,0,accounting,133000
34164,15,91,5,230,3,0,support,102000
34166,35,81,6,256,3,0,RandD,120000
34172,88,66,3,178,3,0,research,157000
34185,9,89,6,276,4,0,technical,72000
34198,94,71,3,175,3,0,IT,56000
34210,59,73,3,195,2,0,research,138000
34218,48,48,2,245,5,0,product_mng,127000
34235,98,38,4,140,6,0,accounting,111000
34243,54,90,3,164,3,0,technical,196000
34244,83,62,4,242,3,0,sales,58000
34252,35,81,5,182,5,0,sales,172000
34266,12,100,3,278,4,0,RandD,145000
34278,46,62,6,213,3,0,support,66000
34286,27,45,3,239,4,0,technical,65000
34296,85,50,4,267,3,0,sales,63000
34311,72,96,5,267,5,0,technical,65000
34327,81,87,5,241,3,0,accounting,51000
34334,57,70,3,273,6,0,support,60000
34335,98,84,4,182,3,0,sales,109000
34337,86,59,3,215,3,0,RandD,114000
34343,29,57,5,149,3,0,sales,70000
34359,87,98,4,173,3,0,marketing,55000
34376,74,87,5,242,5,0,support,101000
34391,68,71,4,206,2,0,hr,104000
34398,74,92,4,261,5,0,technical,141000
34407,11,87,6,255,4,0,sales,64000
34419,16,97,6,282,4,0,product_mng,50000
34427,98,73,5,185,3,0,accounting,118000
34442,65,49,4,184,4,0,technical,128000
34458,85,58,3,226,2,0,support,132000
34472,40,56,2,148,3,0,support,55000
34487,72,79,4,192,4,0,sales,65000
34499,38,52,2,153,3,0,support,51000
34515,92,87,4,229,6,0,sales,50000
34519,50,80,6,201,5,0,technical,126000
34521,26,97,3,125,2,0,support,59000
34524,73,46,4,240,4,0,RandD,107000
34531,40,86,2,264,5,0,technical,144000
34547,11,80,6,306,4,0,sales,68000
34559,86,72,4,167,2,0,sales,62000
34566,45,52,2,145,3,0,sales,135000
34580,91,92,4,246,5,0,sales,69000
34583,27,75,5,264,3,0,technical,110000
34593,51,75,3,133,3,0,sales,127000
34603,98,51,3,243,2,0,sales,67000
34619,9,77,5,275,4,0,product_mng,147000
34635,80,75,4,224,3,1,sales,133000
34636,38,50,2,144,3,0,IT,128000
34643,10,77,5,276,4,0,support,61000
34645,73,50,3,208,2,0,sales,109000
34649,41,70,2,151,3,0,accounting,62000
34652,44,50,2,128,3,0,support,67000
34660,59,62,4,205,3,0,technical,103000
34671,83,72,3,259,2,0,technical,136000
34688,94,66,5,219,3,0,support,55000
34702,86,77,3,152,3,1,hr,53000
34715,38,81,5,128,3,0,accounting,59000
34719,83,80,4,150,3,0,support,55000
34726,53,75,3,232,3,0,sales,64000
34741,50,78,4,208,3,0,technical,132000
34757,63,50,2,230,4,0,sales,142000
34766,18,61,5,174,6,0,sales,121000
34782,49,65,4,233,7,0,sales,102000
34795,90,86,5,254,5,0,sales,202000
34798,71,83,5,206,3,0,sales,56000
34800,40,57,2,151,3,0,support,56000
34802,94,53,5,257,2,1,sales,132000
34817,31,75,4,220,3,0,support,63000
34826,59,75,4,190,2,0,sales,144000
34832,97,60,6,168,5,0,sales,197000
34838,49,67,3,254,2,0,technical,106000
34840,75,98,3,143,2,0,IT,64000
34856,60,98,4,146,10,0,technical,60000
34865,37,46,2,149,3,0,marketing,218000
34871,80,75,3,268,2,0,sales,133000
34879,44,51,2,156,3,0,technical,180000
34888,55,64,3,138,3,0,sales,64000
34893,25,82,5,244,5,0,sales,116000
34910,85,58,4,273,4,0,IT,135000
34913,37,63,4,167,3,0,IT,70000
34927,78,60,4,206,3,0,sales,122000
34936,99,58,2,166,3,0,marketing,133000
34951,39,53,2,131,3,0,sales,149000
34959,37,52,2,159,3,0,sales,74000
34974,45,64,5,133,4,0,accounting,112000
34976,56,50,3,156,3,0,sales,132000
34983,83,95,3,211,2,0,sales,117000
35000,45,46,2,159,3,0,hr,158000
35013,15,42,3,98,3,0,sales,51000
35020,72,84,4,195,2,0,technical,69000
35031,82,75,5,160,3,0,product_mng,157000
35032,48,79,3,180,2,0,technical,126000
35041,43,50,2,148,3,0,support,60000
35056,75,89,3,196,3,0,RandD,71000
35071,77,85,3,136,3,0,support,62000
35082,95,64,3,138,4,0,technical,61000
35090,90,97,4,239,4,0,technical,119000
35107,87,75,3,222,3,0,hr,54000
35114,78,68,2,159,3,0,support,149000
35130,39,54,2,131,3,0,marketing,52000
35138,94,69,3,269,3,0,sales,53000
35146,48,67,5,273,3,0,support,128000
35151,13,74,6,132,4,0,technical,103000
35163,73,63,3,172,4,0,accounting,72000
35176,61,62,3,240,3,0,IT,73000
35178,72,88,3,189,3,0,management,199000
35181,23,70,5,168,4,0,support,71000
35191,72,100,5,234,5,0,marketing,51000
35206,98,65,4,263,2,0,sales,119000
35217,68,66,4,229,3,0,IT,115000
35222,34,81,4,116,3,0,sales,56000
35238,58,71,4,145,3,1,RandD,137000
35255,77,84,3,188,4,0,sales,124000
35272,30,44,3,129,2,0,technical,126000
35284,67,60,4,209,2,0,technical,59000
35286,11,91,6,278,4,0,marketing,71000
35293,25,68,4,279,5,0,IT,120000
35303,55,81,4,260,2,0,sales,56000
35310,43,81,3,102,3,0,sales,144000
35322,37,54,2,149,3,0,support,66000
35337,26,99,5,184,5,0,hr,61000
35352,39,56,2,160,3,0,sales,58000
35368,74,96,5,222,2,0,support,218000
35382,85,82,6,141,5,0,RandD,69000
35385,69,67,4,274,4,0,accounting,136000
35401,40,56,2,148,3,0,support,63000
35409,48,89,3,224,3,0,sales,50000
35419,46,64,2,121,3,0,support,136000
35432,61,55,5,260,3,0,technical,100000
35441,61,92,3,222,4,0,sales,120000
35449,96,59,3,158,3,0,accounting,189000
35461,41,50,6,257,6,0,support,51000
35463,80,77,3,171,2,0,marketing,124000
35480,57,83,5,189,3,0,support,55000
35488,37,45,2,151,3,0,support,56000
35501,44,58,4,152,3,0,technical,63000
35517,64,60,3,135,3,0,RandD,68000
35524,81,52,4,270,3,0,RandD,107000
35528,71,95,3,251,3,0,support,64000
35529,70,53,2,274,4,0,sales,58000
35539,10,79,6,291,4,0,sales,67000
35547,51,62,4,185,3,0,management,56000
35559,72,71,4,256,3,1,sales,139000
35574,79,96,4,257,5,0,accounting,144000
35590,86,68,4,170,2,0,IT,68000
35593,42,46,2,147,3,0,sales,74000
35605,62,68,3,226,3,0,technical,131000
35616,83,73,4,157,2,0,RandD,149000
35632,11,87,6,306,4,0,IT,58000
35639,79,73,5,155,3,0,IT,130000
35653,69,97,5,105,4,0,sales,70000
35667,90,100,4,229,5,0,sales,73000
35673,51,86,4,260,3,0,marketing,65000
35676,69,56,4,149,3,0,IT,133000
35693,44,51,2,145,3,0,support,65000
35696,16,68,5,149,7,0,sales,144000
35707,81,90,4,165,3,0,RandD,112000
35718,61,83,3,112,4,0,technical,63000
35733,77,94,5,226,6,0,support,60000
35744,73,86,4,138,2,0,RandD,51000
35754,75,83,4,133,4,0,hr,164000
35760,16,54,5,206,5,0,sales,134000
35767,11,85,6,295,4,0,technical,55000
35773,97,78,5,156,3,0,sales,104000
35780,94,67,4,191,3,0,product_mng,155000
35790,64,52,3,269,2,0,sales,133000
35806,44,50,2,156,3,0,sales,108000
35814,39,49,2,144,3,0,marketing,108000
35825,37,46,2,157,3,0,IT,67000
35835,79,83,5,268,3,0,technical,63000
35852,78,89,4,272,2,0,support,54000
35863,58,80,4,113,3,0,IT,121000
35872,65,82,5,265,3,0,IT,71000
35874,17,59,5,250,5,0,marketing,70000
35882,80,58,5,127,3,0,sales,64000
35883,43,56,2,157,3,0,sales,67000
35885,37,57,2,130,3,0,sales,74000
35887,97,95,3,257,2,0,hr,136000
35898,75,89,5,272,5,0,IT,147000
35905,70,93,3,250,3,0,marketing,62000
35906,32,48,4,117,10,1,marketing,103000
35910,99,99,4,163,4,0,product_mng,130000
35913,75,90,4,185,3,0,accounting,59000
35923,95,78,3,204,2,0,marketing,127000
35926,80,85,4,139,2,0,product_mng,107000
35941,44,53,2,159,3,0,sales,70000
35946,37,52,2,155,3,0,technical,120000
35949,18,92,5,251,4,0,accounting,145000
35956,59,72,3,182,3,0,sales,146000
35961,82,99,4,263,6,0,technical,135000
35965,76,58,3,262,2,0,sales,70000
35968,75,96,4,150,2,0,product_mng,50000
35969,76,86,5,223,5,0,product_mng,100000
35971,82,85,3,214,2,0,support,186000
35986,88,97,4,255,5,0,IT,54000
35993,99,50,4,173,3,0,management,65000
36008,41,56,2,133,3,0,support,65000
36021,39,51,2,132,3,0,support,146000
36026,89,92,5,242,5,0,sales,72000
36027,17,83,6,195,5,0,support,150000
36028,38,68,5,211,6,0,technical,60000
36042,44,67,3,113,2,0,support,73000
36049,81,95,5,238,6,0,technical,62000
36066,81,67,4,216,3,0,IT,56000
36078,72,87,3,238,3,0,IT,115000
36084,10,85,6,260,4,0,sales,51000
36101,91,68,4,187,2,0,IT,59000
36117,94,57,4,251,2,0,sales,123000
36125,65,56,3,259,3,0,marketing,117000
36127,74,58,3,241,3,0,support,64000
36140,50,63,3,172,2,0,RandD,146000
36148,89,65,3,208,2,0,support,66000
36162,96,59,6,133,5,0,sales,120000
36176,49,96,3,140,3,0,marketing,129000
36193,76,61,4,172,2,0,marketing,66000
36200,76,89,5,262,5,0,sales,53000
36216,72,88,2,247,3,0,technical,122000
36226,40,46,2,135,3,0,technical,73000
36232,97,66,4,214,2,0,IT,56000
36239,73,52,4,141,3,0,support,139000
36243,39,75,6,185,3,1,management,203000
36256,86,50,4,196,2,0,sales,56000
36272,37,46,2,127,3,0,IT,140000
36285,78,82,5,247,3,0,sales,65000
36297,25,65,3,264,4,0,management,61000
36305,69,87,3,202,2,0,sales,141000
36306,52,63,3,171,2,0,sales,64000
36315,93,59,5,172,3,0,sales,104000
36328,61,70,4,161,3,0,management,216000
36332,52,92,3,150,2,0,technical,149000
36341,46,50,2,141,3,0,sales,66000
36345,37,46,2,156,3,0,sales,62000
36353,97,52,4,207,3,0,product_mng,67000
36363,88,91,4,233,4,0,technical,172000
36365,49,91,4,134,4,0,accounting,63000
36380,61,83,5,269,5,0,sales,52000
36396,71,68,4,242,4,0,technical,63000
36406,16,66,6,229,6,0,marketing,72000
36413,83,98,5,189,4,0,management,62000
36414,60,93,5,270,3,0,sales,70000
36429,49,60,4,264,2,0,product_mng,50000
36438,94,58,3,135,3,0,IT,66000
36449,75,69,2,257,2,0,product_mng,62000
36457,100,58,4,229,2,0,technical,101000
36471,45,55,2,151,3,0,IT,136000
36476,17,85,6,245,5,0,sales,108000
36493,80,75,3,268,2,0,sales,140000
36506,49,63,3,181,3,0,product_mng,108000
36509,76,88,4,206,4,0,hr,101000
36512,10,82,6,272,4,0,technical,59000
36515,74,50,5,131,3,0,accounting,70000
36522,17,76,4,280,5,0,hr,65000
36534,58,92,3,232,5,0,marketing,119000
36540,55,86,4,169,6,0,IT,127000
36541,65,48,4,144,3,0,accounting,69000
36551,66,91,5,248,4,0,management,74000
36554,92,98,3,149,3,0,support,133000
36569,45,53,2,149,3,0,support,63000
36576,50,73,3,154,10,0,IT,111000
36582,83,59,5,160,4,0,product_mng,73000
36594,63,68,4,191,2,0,IT,215000
36606,78,66,4,156,3,0,technical,59000
36622,38,55,2,134,3,0,IT,70000
36632,90,55,3,259,10,1,management,175000
36634,83,96,3,179,2,0,technical,63000
36644,70,92,4,142,2,0,support,147000
36655,62,49,4,174,3,0,technical,105000
36656,68,97,5,207,4,0,RandD,60000
36662,78,69,5,256,3,0,RandD,59000
36671,74,100,4,253,5,0,sales,73000
36687,73,48,4,139,5,0,sales,113000
36699,49,88,4,240,8,0,product_mng,126000
36706,33,88,6,219,5,0,support,74000
36718,40,52,2,136,3,0,sales,107000
36730,43,52,2,160,3,0,technical,59000
36744,62,64,5,187,3,0,sales,121000
36754,97,68,3,167,3,0,sales,74000
36758,80,54,5,261,2,0,sales,125000
36759,11,79,6,294,4,0,technical,136000
36770,20,69,6,236,4,0,technical,63000
36786,83,90,3,195,3,0,support,69000
36794,73,99,5,262,5,0,product_mng,137000
36811,72,72,5,194,4,0,technical,74000
36822,57,99,3,222,3,1,management,53000
36837,51,57,3,162,3,0,RandD,122000
36845,96,59,3,229,3,0,hr,58000
36861,46,47,6,101,5,0,hr,51000
36877,11,79,6,244,4,0,sales,147000
36886,56,57,2,112,4,0,management,108000
36889,57,88,4,140,2,0,support,103000
36890,45,42,4,156,7,0,product_mng,215000
36902,81,98,5,237,5,0,IT,127000
36913,97,61,4,262,3,1,marketing,124000
36920,64,55,4,215,2,0,sales,59000
36936,36,69,3,98,2,0,sales,50000
36940,93,95,2,156,3,0,support,53000
36948,77,71,2,242,2,0,marketing,115000
36955,91,93,3,238,2,0,hr,50000
36962,100,61,6,270,3,0,sales,74000
36964,40,54,2,141,3,0,technical,107000
36979,52,63,3,204,3,0,technical,141000
36986,84,92,4,234,5,0,sales,71000
36998,73,99,6,206,5,0,sales,119000
37001,72,98,3,181,4,0,technical,55000
37003,11,91,6,279,4,0,sales,70000
37010,37,51,2,127,3,0,sales,101000
37023,37,56,2,156,3,0,sales,112000
37026,44,51,2,127,3,0,technical,120000
37030,61,86,4,196,4,0,hr,71000
37037,10,87,7,289,4,0,sales,51000
37046,77,55,3,217,3,0,support,111000
37049,57,60,3,218,3,0,sales,73000
37051,56,89,3,163,3,0,technical,214000
37053,59,97,5,179,6,0,support,129000
37070,43,55,2,136,3,0,sales,71000
37087,81,84,4,143,2,0,technical,130000
37094,90,100,5,221,5,0,customer_support,71000
37108,51,80,4,198,6,0,marketing,116000
37120,37,53,2,147,3,0,RandD,53000
37121,53,85,5,161,2,0,technical,139000
37134,74,82,4,239,6,0,IT,57000
37135,59,81,4,189,3,0,sales,128000
37145,89,100,4,260,5,0,RandD,70000
37157,97,49,3,199,2,0,support,134000
37163,14,100,5,174,5,0,sales,118000
37173,74,90,4,226,5,0,sales,106000
37175,68,51,5,158,3,0,technical,132000
37192,91,65,5,214,3,0,marketing,52000
37208,77,64,3,190,10,0,IT,104000
37225,57,76,3,195,3,0,technical,103000
37233,68,92,2,184,4,0,sales,118000
37244,70,76,5,165,3,0,sales,125000
37246,14,57,6,275,5,0,sales,53000
37252,64,56,3,238,2,0,IT,113000
37263,57,99,3,205,3,0,technical,65000
37270,54,85,4,157,3,1,technical,126000
37278,49,86,4,246,2,0,product_mng,119000
37280,84,62,4,138,3,0,technical,63000
37288,51,86,3,182,10,0,sales,68000
37305,49,94,4,175,3,0,sales,125000
37313,78,96,4,241,5,0,technical,61000
